6	 pretrain(mbnetv2,ImageNet)-transfer(Flower102,0.1)- testing
parent_sim: 0.0623 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.1778 gap=0.1155 pretrain(resnet18,ImageNet)-
ref_sim: 0.7142 gap=0.6519 train(mbnetv2,Flower102)-
ref_sim: 0.3790 gap=0.3167 train(mbnetv2,SDog120)-
ref_sim: 0.6817 gap=0.6193 train(resnet18,Flower102)-
ref_sim: 0.3698 gap=0.3075 train(resnet18,SDog120)-
ref_sim: 0.2409 gap=0.1786 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-
ref_sim: 0.2762 gap=0.2138 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-
ref_sim: 0.3058 gap=0.2435 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-
ref_sim: 0.2893 gap=0.2269 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-
ref_sim: 0.3087 gap=0.2464 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-
ref_sim: 0.3399 gap=0.2776 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-
ref_sim: 0.2753 gap=0.2129 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.2)-
ref_sim: 0.2687 gap=0.2064 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.5)-
ref_sim: 0.2463 gap=0.1840 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.8)-
ref_sim: 0.3151 gap=0.2528 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.2)-
ref_sim: 0.3095 gap=0.2472 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.5)-
ref_sim: 0.2878 gap=0.2255 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.8)-
ref_sim: 0.3511 gap=0.2887 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.2)-
ref_sim: 0.3407 gap=0.2783 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.5)-
ref_sim: 0.3113 gap=0.2489 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.2897 gap=0.2274 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.2842 gap=0.2219 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.3675 gap=0.3052 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.3334 gap=0.2711 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.3135 gap=0.2512 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.3676 gap=0.3053 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.3624 gap=0.3001 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.3398 gap=0.2774 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.3376 gap=0.2753 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.2276 gap=0.1653 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.3376 gap=0.2753 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.3948 gap=0.3324 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.4093 gap=0.3470 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.4211 gap=0.3587 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.4581 gap=0.3958 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.5856 gap=0.5233 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.5676 gap=0.5053 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.7649 gap=0.7026 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.7377 gap=0.6753 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.7908 gap=0.7284 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.6799 gap=0.6175 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.3862 gap=0.3239 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.5704 gap=0.5081 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.4676 gap=0.4052 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
ref_sim: 0.4458 gap=0.3834 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(resnet18)-
ref_sim: 0.4625 gap=0.4002 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(mbnetv2)-
ref_sim: 0.4119 gap=0.3495 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(resnet18)-
ref_sim: 0.7207 gap=0.6583 train(mbnetv2,Flower102)-prune(0.2)-
ref_sim: 0.7313 gap=0.6689 train(mbnetv2,Flower102)-prune(0.5)-
ref_sim: 0.6865 gap=0.6241 train(mbnetv2,Flower102)-prune(0.8)-
ref_sim: 0.3396 gap=0.2772 train(mbnetv2,SDog120)-prune(0.2)-
ref_sim: 0.3765 gap=0.3142 train(mbnetv2,SDog120)-prune(0.5)-
ref_sim: 0.4255 gap=0.3631 train(mbnetv2,SDog120)-prune(0.8)-
ref_sim: 0.7026 gap=0.6403 train(resnet18,Flower102)-prune(0.2)-
