6	 pretrain(mbnetv2,ImageNet)-transfer(Flower102,0.1)- testing
parent_sim: 0.0538 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.1086 gap=0.0548 pretrain(resnet18,ImageNet)-
ref_sim: 0.4820 gap=0.4282 train(mbnetv2,Flower102)-
ref_sim: 0.2743 gap=0.2204 train(mbnetv2,SDog120)-
ref_sim: 0.5092 gap=0.4554 train(resnet18,Flower102)-
ref_sim: 0.3372 gap=0.2833 train(resnet18,SDog120)-
ref_sim: 0.1435 gap=0.0896 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-
ref_sim: 0.2224 gap=0.1686 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-
ref_sim: 0.2480 gap=0.1942 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-
ref_sim: 0.1342 gap=0.0803 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-
ref_sim: 0.1230 gap=0.0692 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-
ref_sim: 0.1436 gap=0.0897 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-
ref_sim: 0.1977 gap=0.1439 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.2)-
ref_sim: 0.1904 gap=0.1366 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.5)-
ref_sim: 0.1970 gap=0.1432 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.8)-
ref_sim: 0.2573 gap=0.2035 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.2)-
ref_sim: 0.2512 gap=0.1974 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.5)-
ref_sim: 0.2551 gap=0.2013 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.8)-
ref_sim: 0.2730 gap=0.2191 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.2)-
ref_sim: 0.2696 gap=0.2157 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.5)-
ref_sim: 0.2429 gap=0.1891 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.1140 gap=0.0601 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.0944 gap=0.0406 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.1371 gap=0.0833 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.1216 gap=0.0677 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.1240 gap=0.0702 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.1478 gap=0.0939 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.1321 gap=0.0782 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.1462 gap=0.0924 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.1674 gap=0.1136 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.2036 gap=0.1498 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.3217 gap=0.2678 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.3671 gap=0.3133 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.2108 gap=0.1570 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.2151 gap=0.1612 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.2088 gap=0.1550 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.5075 gap=0.4536 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.6229 gap=0.5690 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.5691 gap=0.5153 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.7118 gap=0.6579 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.6154 gap=0.5616 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.7424 gap=0.6885 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.3035 gap=0.2497 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.2723 gap=0.2185 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.3139 gap=0.2601 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
ref_sim: 0.3021 gap=0.2483 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(resnet18)-
ref_sim: 0.2802 gap=0.2263 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(mbnetv2)-
ref_sim: 0.2819 gap=0.2281 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(resnet18)-
ref_sim: 0.4763 gap=0.4225 train(mbnetv2,Flower102)-prune(0.2)-
ref_sim: 0.4454 gap=0.3915 train(mbnetv2,Flower102)-prune(0.5)-
ref_sim: 0.3758 gap=0.3220 train(mbnetv2,Flower102)-prune(0.8)-
ref_sim: 0.2645 gap=0.2107 train(mbnetv2,SDog120)-prune(0.2)-
ref_sim: 0.2814 gap=0.2276 train(mbnetv2,SDog120)-prune(0.5)-
ref_sim: 0.3010 gap=0.2471 train(mbnetv2,SDog120)-prune(0.8)-
ref_sim: 0.4976 gap=0.4438 train(resnet18,Flower102)-prune(0.2)-
ref_sim: 0.4879 gap=0.4341 train(resnet18,Flower102)-prune(0.5)-
ref_sim: 0.4872 gap=0.4334 train(resnet18,Flower102)-prune(0.8)-
ref_sim: 0.3398 gap=0.2860 train(resnet18,SDog120)-prune(0.2)-
ref_sim: 0.3251 gap=0.2713 train(resnet18,SDog120)-prune(0.5)-
ref_sim: 0.2758 gap=0.2220 train(resnet18,SDog120)-prune(0.8)-
ref_sim: 0.5919 gap=0.5380 train(mbnetv2,Flower102)-distill()-
ref_sim: 0.3326 gap=0.2788 train(mbnetv2,SDog120)-distill()-
ref_sim: 0.5354 gap=0.4816 train(resnet18,Flower102)-distill()-
ref_sim: 0.3366 gap=0.2828 train(resnet18,SDog120)-distill()-
ref_sim: 0.5392 gap=0.4854 train(mbnetv2,Flower102)-steal(mbnetv2)-
ref_sim: 0.5485 gap=0.4946 train(mbnetv2,Flower102)-steal(resnet18)-
ref_sim: 0.3262 gap=0.2724 train(mbnetv2,SDog120)-steal(mbnetv2)-
ref_sim: 0.3773 gap=0.3234 train(mbnetv2,SDog120)-steal(resnet18)-
ref_sim: 0.6555 gap=0.6017 train(resnet18,Flower102)-steal(mbnetv2)-
