6	 pretrain(mbnetv2,ImageNet)-transfer(Flower102,0.1)- testing
parent_sim: 0.0249 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.0346 gap=0.0097 pretrain(resnet18,ImageNet)-
ref_sim: 0.2360 gap=0.2111 train(mbnetv2,Flower102)-
ref_sim: 0.1292 gap=0.1043 train(mbnetv2,SDog120)-
ref_sim: 0.0789 gap=0.0540 train(resnet18,Flower102)-
ref_sim: 0.2034 gap=0.1784 train(resnet18,SDog120)-
ref_sim: 0.0881 gap=0.0632 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-
ref_sim: 0.1168 gap=0.0919 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-
ref_sim: 0.1041 gap=0.0791 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-
ref_sim: 0.0516 gap=0.0267 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-
ref_sim: 0.1089 gap=0.0839 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-
ref_sim: 0.2911 gap=0.2661 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-
ref_sim: 0.0769 gap=0.0519 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.2)-
ref_sim: 0.0625 gap=0.0376 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.5)-
ref_sim: 0.0674 gap=0.0425 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.8)-
ref_sim: 0.1071 gap=0.0822 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.2)-
ref_sim: 0.0952 gap=0.0703 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.5)-
ref_sim: 0.0603 gap=0.0354 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.8)-
ref_sim: 0.0850 gap=0.0601 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.2)-
ref_sim: 0.0608 gap=0.0359 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.5)-
ref_sim: 0.0656 gap=0.0407 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
